PLAYER_ID,FIRST_NAME,LAST_NAME,NATIONALITY,DOB,TEAM,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FOOT
ply244,Leandro,Zbinden,Switzerland,2002-07-30,BSC Young Boys,61.0,Goalkeeper,189.0,83.0,
ply245,Aurèle,Amenda,Switzerland,2003-07-31,BSC Young Boys,4.0,Defender,194.0,90.0,
ply246,Loris,Benito,Switzerland,1992-01-07,BSC Young Boys,23.0,Defender,186.0,85.0,L
ply247,Lewin,Blum,Switzerland,2001-07-27,BSC Young Boys,27.0,Defender,181.0,75.0,
ply248,Mohamed,Camara,Guinea,1997-08-28,BSC Young Boys,13.0,Defender,191.0,80.0,R
ply249,Ulisses,Garcia,Switzerland,1996-01-11,BSC Young Boys,21.0,Defender,183.0,82.0,L
ply250,Sandro,Lauper,Switzerland,1996-10-25,BSC Young Boys,30.0,Defender,186.0,73.0,R
ply251,Fabian,Lustenberger,Switzerland,1988-05-02,BSC Young Boys,28.0,Defender,182.0,73.0,R
ply252,Quentin,Maceiras,Switzerland,1995-10-10,BSC Young Boys,24.0,Defender,181.0,75.0,R
ply253,Cédric,Zesiger,Switzerland,1998-06-24,BSC Young Boys,5.0,Defender,194.0,88.0,L
ply254,Miguel,Chaiwa,Zambia,2004-06-07,BSC Young Boys,14.0,Midfielder,179.0,73.0,R
ply256,Kastriot,Imeri,Switzerland,2000-06-27,BSC Young Boys,29.0,Midfielder,181.0,75.0,R
ply257,Cheikh,Niasse,Senegal,2000-01-19,BSC Young Boys,20.0,Midfielder,188.0,69.0,R
ply258,Esteban,Petignat,Switzerland,2000-05-17,BSC Young Boys,6.0,Midfielder,177.0,71.0,R
ply259,Fabian,Rieder,Switzerland,2002-02-16,BSC Young Boys,32.0,Midfielder,181.0,74.0,L
ply260,Donat,Rrudhani,Kosovo,1999-05-02,BSC Young Boys,22.0,Midfielder,188.0,78.0,L
ply261,Kevin,Rüegg,Switzerland,1998-08-05,BSC Young Boys,17.0,Midfielder,173.0,77.0,R
ply262,Vincent,Sierro,Switzerland,1995-10-08,BSC Young Boys,8.0,Midfielder,185.0,79.0,R
ply263,Filip,Ugrinić,Switzerland,1999-01-05,BSC Young Boys,7.0,Midfielder,184.0,88.0,R
ply264,Jonathan De,Donno,Switzerland,2002-02-16,BSC Young Boys,,Forward,,,
ply265,Meschack,Elia,Congo DR,1997-08-06,BSC Young Boys,15.0,Forward,173.0,67.0,R
ply266,Christian,Fassnacht,Switzerland,1993-11-11,BSC Young Boys,16.0,Forward,185.0,77.0,R
ply267,Cedric,Itten,Switzerland,1996-12-27,BSC Young Boys,11.0,Forward,190.0,84.0,R
ply268,Joël,Monteiro,Portugal,1999-08-05,BSC Young Boys,77.0,Forward,191.0,81.0,R
ply269,Jean-Pierre,Nsame,Cameroon,1993-05-01,BSC Young Boys,18.0,Forward,188.0,89.0,R
ply270,Marcus,Bettinelli,England,1992-05-24,Chelsea FC,13.0,Goalkeeper,194.0,84.0,R
ply271,,Kepa,Spain,1994-10-03,Chelsea FC,1.0,Goalkeeper,186.0,85.0,R
ply272,Edouard,Mendy,Senegal,1992-03-01,Chelsea FC,16.0,Goalkeeper,196.0,86.0,R
ply273,,Azpilicueta,Spain,1989-08-28,Chelsea FC,28.0,Defender,178.0,75.0,R
ply274,Ben,Chilwell,England,1996-12-21,Chelsea FC,21.0,Defender,180.0,78.0,L
ply275,,Cucurella,Spain,1998-07-22,Chelsea FC,32.0,Defender,175.0,68.0,L
ply276,Wesley,Fofana,France,2000-12-17,Chelsea FC,33.0,Defender,190.0,76.0,R
ply277,Reece,James,England,1999-12-08,Chelsea FC,24.0,Defender,180.0,91.0,R
ply278,Kalidou,Koulibaly,Senegal,1991-06-20,Chelsea FC,26.0,Defender,187.0,89.0,R
ply279,Thiago,Silva,Brazil,1984-09-22,Chelsea FC,6.0,Defender,183.0,79.0,R
ply280,Trevoh,Chalobah,England,1999-07-05,Chelsea FC,14.0,Midfielder,191.0,84.0,R
ply281,Carney,Chukwuemeka,England,2003-10-20,Chelsea FC,30.0,Midfielder,185.0,70.0,R
ply282,Conor,Gallagher,England,2000-02-06,Chelsea FC,23.0,Midfielder,182.0,74.0,R
ply283,Kai,Havertz,Germany,1999-06-11,Chelsea FC,29.0,Midfielder,189.0,82.0,L
ply284,,Jorginho,Italy,1991-12-20,Chelsea FC,5.0,Midfielder,180.0,68.0,R
ply285,N'Golo,Kanté,France,1991-03-29,Chelsea FC,7.0,Midfielder,168.0,68.0,R
ply286,Mateo,Kovačić,Croatia,1994-05-06,Chelsea FC,8.0,Midfielder,177.0,75.0,R
ply287,Ruben,Loftus-Cheek,England,1996-01-23,Chelsea FC,12.0,Midfielder,191.0,83.0,R
ply288,Mason,Mount,England,1999-01-10,Chelsea FC,19.0,Midfielder,180.0,74.0,R
ply289,Denis,Zakaria,Switzerland,1996-11-20,Chelsea FC,20.0,Midfielder,191.0,81.0,R
ply290,Pierre-Emerick,Aubameyang,Gabon,1989-06-18,Chelsea FC,9.0,Forward,187.0,80.0,R
ply291,Armando,Broja,Albania,2001-09-10,Chelsea FC,18.0,Forward,191.0,75.0,R
ply292,Christian,Pulišić,USA,1998-09-18,Chelsea FC,10.0,Forward,177.0,73.0,R
ply293,Raheem,Sterling,England,1994-12-08,Chelsea FC,17.0,Forward,170.0,69.0,R
ply294,Hakim,Ziyech,Morocco,1993-03-19,Chelsea FC,22.0,Forward,181.0,70.0,L
ply295,,Hilário,Portugal,1975-10-21,Chelsea FC,,Goalkeeping,189.0,85.0,
ply296,Ben,Roberts,England,1975-06-22,Chelsea FC,,Goalkeeping,184.0,78.0,
ply297,James,Russell,England,1987-09-19,Chelsea FC,,Goalkeeping,178.0,74.0,
ply298,Matt,Birnie,England,1987-07-10,Chelsea FC,,Fitness,,,
ply299,Will,Tullett,England,1980-08-01,Chelsea FC,,Fitness,,,
ply300,James,Melbourne,England,1981-07-22,Chelsea FC,,Chief,,,
ply301,Senne,Lammens,Belgium,2002-07-07,Club Brugge KV,91.0,Goalkeeper,193.0,70.0,R
ply302,Simon,Mignolet,Belgium,1988-03-06,Club Brugge KV,22.0,Goalkeeper,193.0,88.0,R
ply304,Dedryck,Boyata,Belgium,1990-11-28,Club Brugge KV,28.0,Defender,188.0,84.0,R
ply305,,Clinton,Angola,1992-11-07,Club Brugge KV,77.0,Defender,180.0,72.0,R
ply306,Ibe,Hautekiet,Belgium,2002-04-13,Club Brugge KV,,Defender,182.0,71.0,L
ply307,Brandon,Mechele,Belgium,1993-01-28,Club Brugge KV,44.0,Defender,190.0,81.0,R
ply308,Bjorn,Meijer,Netherlands,2003-03-18,Club Brugge KV,14.0,Defender,190.0,,L
ply309,Denis,Odoi,Belgium,1988-05-27,Club Brugge KV,6.0,Defender,178.0,72.0,R
ply311,Eduard,Sobol,Ukraine,1995-04-20,Club Brugge KV,2.0,Defender,186.0,74.0,L
ply312,Jorne,Spileers,Belgium,2005-01-21,Club Brugge KV,58.0,Defender,,,R
ply313,Abakar,Sylla,Ivory Coast,2002-12-25,Club Brugge KV,94.0,Defender,,,L
ply314,Lynnt,Audoor,Belgium,2003-10-13,Club Brugge KV,89.0,Midfielder,182.0,,R
ply315,Éder,Balanta,Colombia,1993-02-28,Club Brugge KV,3.0,Midfielder,180.0,84.0,L
ply316,Noah,Mbamba-Muanda,Belgium,2005-01-05,Club Brugge KV,72.0,Midfielder,184.0,,R
ply317,Casper,Nielsen,Denmark,1994-04-29,Club Brugge KV,27.0,Midfielder,182.0,71.0,R
ply318,Raphael,Onyedika,Nigeria,2001-04-19,Club Brugge KV,15.0,Midfielder,184.0,,R
ply319,Owen,Otasowie,USA,2001-01-06,Club Brugge KV,8.0,Midfielder,191.0,82.0,R
ply320,Mats,Rits,Belgium,1993-07-18,Club Brugge KV,26.0,Midfielder,178.0,73.0,R
ply321,Cisse,Sandra,Belgium,2003-12-16,Club Brugge KV,98.0,Midfielder,184.0,74.0,L
ply322,Hans,Vanaken,Belgium,1992-08-24,Club Brugge KV,20.0,Midfielder,195.0,77.0,R
ply323,Ruud,Vormer,Netherlands,1988-05-11,Club Brugge KV,25.0,Midfielder,178.0,77.0,R
ply324,Tajon,Buchanan,Canada,1999-02-08,Club Brugge KV,17.0,Forward,183.0,68.0,R
ply325,Arne,Engels,Belgium,2003-09-08,Club Brugge KV,94.0,Forward,185.0,71.0,R
ply326,Ferrán,Jutglà,Spain,1999-02-01,Club Brugge KV,9.0,Forward,175.0,75.0,R
ply327,Noa,Lang,Netherlands,1999-06-17,Club Brugge KV,10.0,Forward,173.0,70.0,R
ply328,Cyle,Larin,Canada,1995-04-17,Club Brugge KV,11.0,Forward,188.0,86.0,R
ply329,Antonio,Nusa,Norway,2005-04-17,Club Brugge KV,32.0,Forward,180.0,,R
ply330,Daniel,Pérez,Venezuela,2002-01-17,Club Brugge KV,30.0,Forward,190.0,77.0,R
ply331,Andreas Skov,Olsen,Denmark,1999-12-29,Club Brugge KV,7.0,Forward,187.0,75.0,L
ply332,Kamal,Sowah,Ghana,2000-01-09,Club Brugge KV,19.0,Forward,179.0,66.0,L
ply333,Roman,Yaremchuk,Ukraine,1995-11-27,Club Brugge KV,70.0,Forward,191.0,79.0,R
ply334,Peter,Mollez,Belgium,1983-09-23,Club Brugge KV,,Goalkeeping,183.0,83.0,
ply335,Denis,Boyko,Ukraine,1988-01-29,Dinamo Kiev,71.0,Goalkeeper,197.0,85.0,R
ply336,Georgiy,Bushchan,Ukraine,1994-05-31,Dinamo Kiev,1.0,Goalkeeper,196.0,84.0,R
ply337,Denys,Ignatenko,Ukraine,2003-01-11,Dinamo Kiev,74.0,Goalkeeper,,,
ply338,Vladyslav,Kucheruk,Ukraine,1999-02-14,Dinamo Kiev,31.0,Goalkeeper,191.0,81.0,R
ply339,Valentyn,Morgun,Ukraine,2001-08-10,Dinamo Kiev,51.0,Goalkeeper,189.0,78.0,
ply340,Ruslan,Neshcheret,Ukraine,2002-01-22,Dinamo Kiev,35.0,Goalkeeper,190.0,81.0,
ply341,Anton,Bol,Ukraine,2003-01-08,Dinamo Kiev,3.0,Defender,187.0,78.0,
ply342,Mykyta,Burda,Ukraine,1995-03-24,Dinamo Kiev,6.0,Defender,187.0,80.0,R
ply343,Vladyslav,Dubinchak,Ukraine,1998-07-01,Dinamo Kiev,44.0,Defender,173.0,62.0,L
ply344,Tomasz,Kędziora,Poland,1994-06-11,Dinamo Kiev,94.0,Defender,183.0,73.0,R
ply345,Volodymyr,Kostevych,Ukraine,1992-10-23,Dinamo Kiev,21.0,Defender,174.0,62.0,L
ply346,Mykyta,Kravchenko,Ukraine,1997-06-14,Dinamo Kiev,21.0,Defender,182.0,77.0,R
ply347,Denys,Popov,Ukraine,1999-02-17,Dinamo Kiev,4.0,Defender,185.0,81.0,
ply348,Oleksandr,Syrota,Ukraine,2000-06-11,Dinamo Kiev,34.0,Defender,193.0,78.0,L
ply349,Oleksandr,Tymchyk,Ukraine,1997-01-20,Dinamo Kiev,24.0,Defender,180.0,67.0,R
ply350,Kostiantyn,Vivcharenko,Ukraine,2002-06-10,Dinamo Kiev,2.0,Defender,178.0,76.0,
ply351,Ilya,Zabarnyi,Ukraine,2002-09-01,Dinamo Kiev,25.0,Defender,186.0,81.0,R
ply352,Oleksandr,Andriyevskyi,Ukraine,1994-06-25,Dinamo Kiev,18.0,Midfielder,179.0,75.0,L
ply353,Vitaliy,Buyalskyi,Ukraine,1993-01-06,Dinamo Kiev,29.0,Midfielder,170.0,61.0,R
ply354,Samba,Diallo,Senegal,2003-01-05,Dinamo Kiev,,Midfielder,163.0,,L
ply355,Denys,Garmash,Ukraine,1990-04-19,Dinamo Kiev,19.0,Midfielder,186.0,72.0,R
ply356,Mohammed,Kadiri,Ghana,1996-03-07,Dinamo Kiev,,Midfielder,186.0,75.0,R
ply357,Oleksandr,Karavayev,Ukraine,1992-06-02,Dinamo Kiev,20.0,Midfielder,175.0,71.0,R
ply358,Justin,Lonwijk,Netherlands,1999-12-21,Dinamo Kiev,22.0,Midfielder,189.0,,R
ply359,Yaroslav,Nadolskyi,Ukraine,2001-03-01,Dinamo Kiev,,Midfielder,179.0,72.0,L
ply360,Mykola,Shaparenko,Ukraine,1998-10-04,Dinamo Kiev,10.0,Midfielder,178.0,72.0,R
ply361,Volodymyr,Shepelyev,Ukraine,1997-06-01,Dinamo Kiev,8.0,Midfielder,184.0,73.0,R
ply362,Sergiy,Sydorchuk,Ukraine,1991-05-02,Dinamo Kiev,5.0,Midfielder,189.0,80.0,R
ply363,Anton,Tsarenko,Ukraine,2004-06-17,Dinamo Kiev,37.0,Midfielder,162.0,58.0,
ply364,Viktor,Tsygankov,Ukraine,1997-11-15,Dinamo Kiev,15.0,Midfielder,178.0,72.0,L
ply365,Oleksandr,Yatsyk,Ukraine,2003-01-03,Dinamo Kiev,14.0,Midfielder,182.0,70.0,
ply366,,Benito,Nigeria,1998-09-07,Dinamo Kiev,,Forward,179.0,80.0,R
ply367,Artem,Besedin,Ukraine,1996-03-31,Dinamo Kiev,41.0,Forward,185.0,76.0,R
ply368,Vladyslav,Kabaev,Ukraine,1995-09-01,Dinamo Kiev,7.0,Forward,176.0,63.0,R
ply369,Vladyslav,Kulach,Ukraine,1993-05-07,Dinamo Kiev,28.0,Forward,178.0,74.0,R
ply370,Kaheem,Parris,Jamaica,2000-01-06,Dinamo Kiev,9.0,Forward,184.0,,L
ply371,Vladyslav,Supryaga,Ukraine,2000-02-15,Dinamo Kiev,17.0,Forward,185.0,75.0,R
ply372,Vladyslav,Vanat,Ukraine,2002-01-04,Dinamo Kiev,11.0,Forward,182.0,69.0,L
ply374,Iñaki,Peña,Spain,1999-03-02,FC Barcelona,26.0,Goalkeeper,184.0,78.0,R
ply375,Marc-André ter,Stegen,Germany,1992-04-30,FC Barcelona,1.0,Goalkeeper,187.0,85.0,R
ply376,Álex,Baldé,Spain,2003-10-18,FC Barcelona,28.0,Defender,175.0,69.0,L
ply377,Ronald,Araújo,Uruguay,1999-03-07,FC Barcelona,4.0,Defender,188.0,79.0,R
ply378,Andreas,Christensen,Denmark,1996-04-10,FC Barcelona,15.0,Defender,187.0,78.0,R
ply379,Eric,García,Spain,2001-01-09,FC Barcelona,24.0,Defender,182.0,76.0,R
ply380,Héctor,Bellerín,Spain,1995-03-19,FC Barcelona,2.0,Defender,177.0,74.0,R
ply381,Jordi,Alba,Spain,1989-03-21,FC Barcelona,18.0,Defender,170.0,68.0,L
ply382,Jules,Koundé,France,1998-11-12,FC Barcelona,23.0,Defender,178.0,70.0,R
ply383,Marcos,Alonso,Spain,1990-12-28,FC Barcelona,17.0,Defender,188.0,85.0,L
ply384,,Piqué,Spain,1987-02-02,FC Barcelona,3.0,Defender,194.0,85.0,R
ply385,,Busquets,Spain,1988-07-16,FC Barcelona,5.0,Midfielder,189.0,76.0,R
ply386,Frenkie de,Jong,Netherlands,1997-05-12,FC Barcelona,21.0,Midfielder,180.0,74.0,R
ply387,,Gavi,Spain,2004-08-05,FC Barcelona,30.0,Midfielder,173.0,68.0,R
ply388,Franck,Kessié,Ivory Coast,1996-12-19,FC Barcelona,19.0,Midfielder,183.0,76.0,R
ply389,Marc,Casadó,Spain,2003-09-14,FC Barcelona,29.0,Midfielder,172.0,66.0,R
ply391,,Pedri,Spain,2002-11-25,FC Barcelona,8.0,Midfielder,174.0,60.0,R
ply392,Sergi,Roberto,Spain,1992-02-07,FC Barcelona,20.0,Midfielder,178.0,68.0,R
ply393,Ousmane,Dembélé,France,1997-05-15,FC Barcelona,7.0,Forward,178.0,67.0,
ply394,Memphis,Depay,Netherlands,1994-02-13,FC Barcelona,14.0,Forward,176.0,78.0,R
ply395,Ansu,Fati,Spain,2002-10-31,FC Barcelona,10.0,Forward,178.0,66.0,R
ply396,Ferrán,Torres,Spain,2000-02-29,FC Barcelona,11.0,Forward,184.0,77.0,R
ply398,Robert,Lewandowski,Poland,1988-08-21,FC Barcelona,9.0,Forward,185.0,81.0,R
ply399,,Raphinha,Brazil,1996-12-14,FC Barcelona,22.0,Forward,175.0,68.0,L
ply400,Iván,Torres,Spain,1978-05-26,FC Barcelona,,Fitness,,,
ply401,Cláudio,Ramos,Portugal,1991-11-16,FC Porto,14.0,Goalkeeper,183.0,83.0,R
ply402,Diogo,Costa,Portugal,1999-09-19,FC Porto,99.0,Goalkeeper,186.0,80.0,R
ply403,,Samuel,Brazil,1994-03-29,FC Porto,,Goalkeeper,188.0,80.0,R
ply404,David,Carmo,Portugal,1999-07-19,FC Porto,4.0,Defender,196.0,89.0,L
ply405,Fábio,Cardoso,Portugal,1994-04-19,FC Porto,2.0,Defender,187.0,79.0,R
ply406,,Hulk,Brazil,1999-04-30,FC Porto,75.0,Defender,179.0,75.0,L
ply408,João,Mário,Portugal,2000-01-03,FC Porto,23.0,Defender,179.0,66.0,
ply409,João,Mendes,Portugal,2000-04-13,FC Porto,55.0,Defender,179.0,66.0,L
ply410,,Marcano,Spain,1987-06-23,FC Porto,5.0,Defender,189.0,79.0,L
ply411,,Pepe,Portugal,1983-02-26,FC Porto,3.0,Defender,187.0,81.0,R
ply412,Romain,Correia,Portugal,1999-09-06,FC Porto,44.0,Defender,187.0,78.0,R
ply413,Zaidu,Sanusi,Nigeria,1997-06-13,FC Porto,12.0,Defender,182.0,71.0,L
ply414,,Wendell,Brazil,1993-07-20,FC Porto,22.0,Defender,178.0,72.0,L
ply415,Wilson,Manafá,Portugal,1994-07-23,FC Porto,18.0,Defender,177.0,69.0,R
ply416,Zé,Pedro,Portugal,1997-06-06,FC Porto,97.0,Defender,187.0,75.0,R
ply417,André,Franco,Portugal,1998-04-12,FC Porto,20.0,Midfielder,177.0,70.0,L
ply419,Bruno,Costa,Portugal,1997-04-19,FC Porto,28.0,Midfielder,174.0,65.0,R
ply420,Stephen,Eustáquio,Canada,1996-12-21,FC Porto,46.0,Midfielder,177.0,68.0,R
ply421,Marko,Grujić,Serbia,1996-04-13,FC Porto,16.0,Midfielder,191.0,86.0,R
ply422,,Otávio,Brazil,1995-02-09,FC Porto,25.0,Midfielder,172.0,71.0,R
ply423,,Pepê,Brazil,1997-02-24,FC Porto,11.0,Midfielder,175.0,68.0,R
ply424,Mateus,Uribe,Colombia,1991-03-21,FC Porto,8.0,Midfielder,182.0,76.0,R
ply425,,Evanilson,Brazil,1999-10-06,FC Porto,30.0,Forward,180.0,80.0,
ply426,Fernando,Andrade,Brazil,1993-01-08,FC Porto,38.0,Forward,182.0,79.0,R
ply427,Gabriel,Veron,Brazil,2002-09-03,FC Porto,7.0,Forward,176.0,75.0,R
ply428,,Galeno,Brazil,1997-10-21,FC Porto,13.0,Forward,179.0,65.0,R
ply429,Gonçalo,Borges,Portugal,2001-03-29,FC Porto,70.0,Forward,184.0,76.0,R
ply430,Danny,Loader,England,2000-08-28,FC Porto,19.0,Forward,182.0,74.0,R
ply431,Rodrigo,Conceição,Portugal,2000-01-02,FC Porto,17.0,Forward,175.0,65.0,R
ply432,Mehdi,Taremi,Iran,1992-07-18,FC Porto,9.0,Forward,187.0,82.0,R
ply433,Toni,Martínez,Spain,1997-06-30,FC Porto,29.0,Forward,187.0,84.0,R
ply434,Vedran,Runje,Croatia,1976-02-10,FC Porto,,Goalkeeping,184.0,85.0,R
ply435,Razak,Abalora,Ghana,1996-09-04,FC Sheriff,40.0,Goalkeeper,194.0,,R
ply436,Dumitru,Celeadnic,Moldova,1992-04-23,FC Sheriff,1.0,Goalkeeper,192.0,87.0,L
ply437,Roman,Dumenco,Moldova,2004-07-30,FC Sheriff,25.0,Goalkeeper,185.0,,
ply438,Maksim,Koval,Ukraine,1992-12-09,FC Sheriff,35.0,Goalkeeper,188.0,87.0,R
ply439,Serghei,Paşcenco,Moldova,1982-12-18,FC Sheriff,33.0,Goalkeeper,185.0,70.0,R
ply440,Serafim,Cojocari,Moldova,2001-01-07,FC Sheriff,19.0,Defender,180.0,,
ply441,Stefanos,Evangelou,Greece,1998-05-12,FC Sheriff,41.0,Defender,185.0,75.0,R
ply442,Adrian,Hatman,Moldova,2003-01-05,FC Sheriff,,Defender,,,
ply443,,Heron,Brazil,2000-08-17,FC Sheriff,4.0,Defender,186.0,,L
ply444,Danila,Ignatov,Moldova,2001-06-19,FC Sheriff,29.0,Defender,190.0,,
ply445,Keston,Julien,Trinidad & Tobago,1998-10-26,FC Sheriff,16.0,Defender,181.0,79.0,L
ply446,Gaby,Kiki,Cameroon,1995-02-15,FC Sheriff,15.0,Defender,194.0,81.0,R
ply447,Patrick,Kpozo,Ghana,1997-07-15,FC Sheriff,2.0,Defender,180.0,77.0,L
ply448,Stjepan,Radeljić,Bosnia-Herzegovina,1997-09-05,FC Sheriff,6.0,Defender,198.0,84.0,L
ply449,Renan,Guedes,Brazil,1998-01-19,FC Sheriff,42.0,Defender,177.0,69.0,R
ply450,Armel,Zohouri,Ivory Coast,2001-04-05,FC Sheriff,20.0,Defender,176.0,69.0,R
ply451,Edmund,Addo,Ghana,2000-05-17,FC Sheriff,21.0,Midfielder,178.0,76.0,R
ply452,Steve,Ambri,Guinea-Bissau,1997-08-12,FC Sheriff,70.0,Midfielder,178.0,71.0,L
ply453,Cédric,Badolo,Burkina Faso,1998-11-04,FC Sheriff,10.0,Midfielder,172.0,68.0,R
ply454,Giannis,Botos,Greece,2000-12-20,FC Sheriff,30.0,Midfielder,172.0,69.0,R
ply456,Eugeniu,Gliga,Moldova,2001-01-30,FC Sheriff,24.0,Midfielder,171.0,,
ply457,Moussa,Kyabou,Mali,1998-04-18,FC Sheriff,18.0,Midfielder,180.0,,R
ply458,Regi,Lushkja,Albania,1996-05-17,FC Sheriff,22.0,Midfielder,184.0,,R
ply459,Abdoul,Moumouni,Niger,2002-08-07,FC Sheriff,12.0,Midfielder,185.0,77.0,
ply460,Charles,Petro,Malawi,2001-02-08,FC Sheriff,3.0,Midfielder,173.0,,R
ply461,Mudasiru,Salifu,Ghana,1997-04-01,FC Sheriff,17.0,Midfielder,177.0,,
ply462,Danil,Ankudinov,Kazakhstan,2003-07-31,FC Sheriff,23.0,Forward,188.0,,
ply463,Iyayi,Atiemwen,Nigeria,1996-01-24,FC Sheriff,80.0,Forward,180.0,76.0,R
ply464,Felipe,Vizeu,Brazil,1997-03-12,FC Sheriff,11.0,Forward,184.0,83.0,L
ply465,Abou,Ouattara,Burkina Faso,1999-12-26,FC Sheriff,7.0,Forward,177.0,70.0,R
ply466,,Pernambuco,Brazil,1998-04-28,FC Sheriff,28.0,Forward,187.0,77.0,L
ply467,Ibrahim,Rasheed,Nigeria,1999-05-09,FC Sheriff,61.0,Forward,186.0,,
ply468,Kay,Tejan,Netherlands,1997-02-03,FC Sheriff,9.0,Forward,180.0,,L
ply469,Nikolaos,Botis,Greece,2004-03-31,Inter,40.0,Goalkeeper,191.0,,
ply470,Alex,Cordaz,Italy,1983-01-01,Inter,21.0,Goalkeeper,188.0,83.0,R
ply471,Gabriel,Brazão,Brazil,2000-10-05,Inter,,Goalkeeper,192.0,75.0,R
ply472,Samir,Handanovič,Slovenia,1984-07-14,Inter,1.0,Goalkeeper,193.0,82.0,R
ply473,André,Onana,Cameroon,1996-04-02,Inter,24.0,Goalkeeper,190.0,93.0,R
ply474,Francesco,Acerbi,Italy,1988-02-10,Inter,15.0,Defender,192.0,90.0,L
ply475,Alessandro,Bastoni,Italy,1999-04-13,Inter,95.0,Defender,190.0,75.0,L
ply476,Raoul,Bellanova,Italy,2000-05-17,Inter,12.0,Defender,188.0,78.0,R
ply477,Danilo,D'Ambrosio,Italy,1988-09-09,Inter,33.0,Defender,180.0,75.0,R
ply478,,Dalbert,Brazil,1993-09-08,Inter,,Defender,182.0,70.0,L
ply479,Matteo,Darmian,Italy,1989-12-02,Inter,36.0,Defender,182.0,70.0,R
ply480,Stefan de,Vrij,Netherlands,1992-02-05,Inter,6.0,Defender,189.0,78.0,R
ply481,Federico,Dimarco,Italy,1997-11-10,Inter,32.0,Defender,175.0,75.0,L
ply482,Denzel,Dumfries,Netherlands,1996-04-18,Inter,2.0,Defender,189.0,81.0,R
ply483,Alessandro,Fontanarosa,Italy,2003-02-07,Inter,47.0,Defender,,,
ply484,Milan,Škriniar,Slovakia,1995-02-11,Inter,37.0,Defender,188.0,82.0,R
ply485,Mattia,Zanotti,Italy,2003-01-11,Inter,46.0,Defender,177.0,65.0,R
ply486,Kristjan,Asllani,Albania,2002-03-09,Inter,14.0,Midfielder,175.0,68.0,R
ply487,Nicolò,Barella,Italy,1997-02-07,Inter,23.0,Midfielder,172.0,68.0,R
ply488,Marcelo,Brozović,Croatia,1992-11-16,Inter,77.0,Midfielder,181.0,68.0,
ply489,Hakan,Çalhanoğlu,Turkey,1994-02-08,Inter,20.0,Midfielder,178.0,76.0,R
ply490,Valentin,Carboni,Italy,2005-03-05,Inter,45.0,Midfielder,,,L
ply491,Roberto,Gagliardini,Italy,1994-04-07,Inter,5.0,Midfielder,188.0,77.0,R
ply492,Jacopo,Gianelli,Italy,2001-03-04,Inter,,Midfielder,184.0,73.0,R
ply493,Robin,Gosens,Germany,1994-07-05,Inter,8.0,Midfielder,184.0,76.0,L
ply494,Henrikh,Mkhitaryan,Armenia,1989-01-21,Inter,22.0,Midfielder,178.0,75.0,
ply495,Aleksandar,Stanković,Serbia,2005-08-03,Inter,50.0,Midfielder,,,R
ply496,Joaquín,Correa,Argentina,1994-08-13,Inter,11.0,Forward,188.0,75.0,R
ply497,Edin,Džeko,Bosnia-Herzegovina,1986-03-17,Inter,9.0,Forward,193.0,80.0,R
ply498,Romelu,Lukaku,Belgium,1993-05-13,Inter,90.0,Forward,192.0,93.0,L
ply499,Lautaro,Martínez,Argentina,1997-08-22,Inter,10.0,Forward,174.0,72.0,R
ply500,Adriano,Bonaiuti,Italy,1967-05-07,Inter,,Goalkeeping,181.0,74.0,R
ply501,Giovanni,Garofani,Italy,2002-10-20,Juventus,41.0,Goalkeeper,188.0,79.0,R
ply502,Mattia,Perin,Italy,1992-11-10,Juventus,36.0,Goalkeeper,188.0,77.0,R
ply503,Carlo,Pinsoglio,Italy,1990-03-16,Juventus,23.0,Goalkeeper,194.0,85.0,L
ply504,Wojciech,Szczęsny,Poland,1990-04-18,Juventus,1.0,Goalkeeper,195.0,90.0,R
ply505,Alex,Sandro,Brazil,1991-01-26,Juventus,12.0,Defender,180.0,80.0,L
ply507,Leonardo,Bonucci,Italy,1987-05-01,Juventus,19.0,Defender,190.0,85.0,R
ply508,,Bremer,Brazil,1997-03-18,Juventus,3.0,Defender,188.0,82.0,R
ply509,Juan,Cuadrado,Colombia,1988-05-26,Juventus,11.0,Defender,176.0,66.0,R
ply855,Papu,Gómez,Argentina,1988-02-15,Sevilla FC,24.0,Midfielder,167.0,68.0,R
ply856,Nemanja,Gudelj,Serbia,1991-11-16,Sevilla FC,6.0,Midfielder,187.0,81.0,R
ply857,,Isco,Spain,1992-04-21,Sevilla FC,22.0,Midfielder,176.0,79.0,R
ply858,Adnan,Januzaj,Belgium,1995-02-05,Sevilla FC,11.0,Midfielder,186.0,75.0,L
ply859,Joan,Jordán,Spain,1994-07-06,Sevilla FC,8.0,Midfielder,183.0,74.0,R
ply860,Nacho,Quintana,Spain,2001-02-23,Sevilla FC,43.0,Midfielder,178.0,75.0,R
ply861,Óliver,Torres,Spain,1994-11-10,Sevilla FC,21.0,Midfielder,175.0,68.0,R
ply863,Ivan,Rakitić,Croatia,1988-03-10,Sevilla FC,10.0,Midfielder,184.0,78.0,R
ply864,Jesús,Corona,Mexico,1993-01-06,Sevilla FC,9.0,Forward,173.0,66.0,
ply865,Kasper,Dolberg,Denmark,1997-10-06,Sevilla FC,5.0,Forward,187.0,83.0,R
